tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
424,AmazonHelp,False,2025-06-25,"For login issues, try requesting the reset from a private/incognito window first - if it still doesn't arrive, I'm escalating to our access team now. ^KP",,423
441,cust_74876,True,2025-07-25,"I think my account was hacked, orders I didn't place are showing up ??",442,
445,cust_81186,True,2025-06-27,My email got changed on the account without me doing it URGENT,446,
364,AmazonHelp,False,2025-06-19,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,363
40,AmazonHelp,False,2025-06-24,"Hi there, sorry for the wait! I've checked order #406284028 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,39
429,cust_68926,True,2025-07-22,"Locked out of my account, password reset email never arrives URGENT",430,
333,cust_57419,True,2025-02-28,"There's a charge on my card I don't recognize, possibly related to order #173574218?? this looks like fraud ??",334,
395,cust_23965,True,2025-02-10,"I think my account was hacked, orders I didn't place are showing up thanks",396,
12,AmazonHelp,False,2025-02-12,"Hi there, sorry for the wait! I've checked order #746412689 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,11
43,cust_47450,True,2025-04-18,can you tell me where my package #533550699 is? tracking hasn't moved since Tuesday 😡,44,
110,AmazonHelp,False,2025-01-27,"So sorry to hear that! For a damaged keyboard on order #184564737, we can send a free replacement or full refund right away - which would you prefer? ^KP",,109
493,cust_11610,True,2025-04-11,Does the running shoes come in other colors? ??,494,
314,AmazonHelp,False,2025-01-26,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #838908273. ^AG,,313
139,cust_94717,True,2025-01-19,"Package #366992705 says delivered but I never got it, checked with neighbors too",140,
183,cust_58503,True,2025-05-20,"Refund for order #919795579 was approved but never hit my card, it's been 10 days 😡",184,
231,cust_71925,True,2025-03-25,Can I cancel order #507943839? Haven't shipped yet I think,232,
377,cust_98346,True,2025-07-15,"Can't log in, it says my account is suspended, no idea why ??",378,
186,AmazonHelp,False,2025-05-16,Order #185675980 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,185
72,AmazonHelp,False,2025-07-25,"I checked order #873869166 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,71
127,cust_59131,True,2025-07-14,"My order #782560971 arrived completely damaged, the desk lamp is broken in the box",128,
322,AmazonHelp,False,2025-08-14,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #395310485. ^AG,,321
415,cust_57124,True,2025-09-12,"Two-factor code never comes through, been trying for 10 minutes",416,
540,AmazonHelp,False,2025-02-20,"Color availability varies by seller, best to check the listing's variant options directly. ^MT",,539
383,cust_66873,True,2025-06-28,"Locked out of my account, password reset email never arrives",384,
508,AmazonHelp,False,2025-05-18,Glad you're loving it! Thanks for the kind words. ^AG,,507
61,cust_92213,True,2025-04-13,"Hey AmazonHelp, when will order #193349856 actually ship? no updates on my end pls help",62,
82,AmazonHelp,False,2025-03-25,"Hi there, sorry for the wait! I've checked order #324956459 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,81
316,AmazonHelp,False,2025-09-15,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #933223566 still shows as charged after 3 days, let us know. ^KP",,315
397,cust_83005,True,2025-09-26,"I think my account was hacked, orders I didn't place are showing up",398,
29,cust_59695,True,2025-03-28,can you tell me where my package #273461957 is? tracking hasn't moved since Tuesday thanks,30,
92,AmazonHelp,False,2025-01-17,"So sorry to hear that! For a damaged blender on order #530747414, we can send a free replacement or full refund right away - which would you prefer? ^KP",,91
123,cust_53065,True,2025-09-22,"Got the wrong item for order #666585408 - ordered a bluetooth speaker, got something else entirely thanks",124,
512,AmazonHelp,False,2025-08-18,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,511
484,AmazonHelp,False,2025-03-18,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,483
171,cust_69441,True,2025-07-23,"Order #162795957 marked delivered 3 days ago in Columbus but nothing here, this is the second time thanks",172,
353,cust_87550,True,2025-03-23,"My promo code didn't apply on order #200140141, got charged full price",354,
91,cust_87832,True,2025-08-19,"Package #530747414 says delivered but I never got it, checked with neighbors too thanks",92,
75,cust_55056,True,2025-07-27,Is order #943026227 lost? tracking page hasn't refreshed in 5 days 😡,76,
5,cust_67433,True,2025-09-19,"Hi, my order #366186631 hasn't shipped yet and it's been 3 days. Any update? this is ridiculous",6,
208,AmazonHelp,False,2025-03-11,"Sent a fresh return label for #610330567 to your email, this one's valid for 30 days. ^MT",,207
456,AmazonHelp,False,2025-08-12,"Great question - the bluetooth speaker comes with a standard 1-year warranty, details are on the product page. ^KP",,455
402,AmazonHelp,False,2025-05-19,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,401
450,AmazonHelp,False,2025-04-11,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,449
220,AmazonHelp,False,2025-03-15,No problem! I've started a return for the running shoes on order #271432881 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,219
255,cust_94562,True,2025-06-21,"Refund for order #553035110 was approved but never hit my card, it's been 10 days",256,
449,cust_31755,True,2025-03-16,"Can't log in, it says my account is suspended, no idea why URGENT",450,
216,AmazonHelp,False,2025-07-26,"Sent a fresh return label for #990566476 to your email, this one's valid for 30 days. ^MT",,215
286,AmazonHelp,False,2025-08-17,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #825003955 still shows as charged after 3 days, let us know. ^KP",,285
4,AmazonHelp,False,2025-09-16,Thanks for flagging this. Order #774996843 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,3
462,AmazonHelp,False,2025-08-10,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,461
336,AmazonHelp,False,2025-04-28,"I understand the concern - I'm unable to view full card details here, but I've escalated this to our account security team who will investigate the charge on #355555531 and contact you directly. ^MT",,335
391,cust_52778,True,2025-01-18,My email got changed on the account without me doing it URGENT,392,
247,cust_67272,True,2025-07-24,Can I cancel order #726563708? Haven't shipped yet I think,248,
432,AmazonHelp,False,2025-02-18,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,431
420,AmazonHelp,False,2025-06-22,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,419
398,AmazonHelp,False,2025-07-13,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,397
433,cust_86939,True,2025-02-21,"Can't log in, it says my account is suspended, no idea why thanks",434,
466,AmazonHelp,False,2025-02-13,"Great question - the laptop stand comes with a standard 1-year warranty, details are on the product page. ^KP",,465
250,AmazonHelp,False,2025-09-19,Order #833953718 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,249
192,AmazonHelp,False,2025-06-12,"I see the refund for #896233790 was processed on our end 12 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,191
188,AmazonHelp,False,2025-05-11,No problem! I've started a return for the monitor on order #299528037 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,187
137,cust_47512,True,2025-04-21,"Got the wrong item for order #519212169 - ordered a bluetooth speaker, got something else entirely 😡",138,
460,AmazonHelp,False,2025-05-20,Glad you're loving it! Thanks for the kind words. ^AG,,459
385,cust_19744,True,2025-05-27,My email got changed on the account without me doing it smh,386,
87,cust_59856,True,2025-08-24,Is order #678998028 lost? tracking page hasn't refreshed in 7 days pls help,88,
233,cust_41147,True,2025-05-13,Requested a refund for #849621470 5 days ago and still haven't seen the money back,234,
124,AmazonHelp,False,2025-06-25,"Ugh, that's frustrating. For the wrong item on order #666585408, I've started a free return label and a replacement order for the correct bluetooth speaker is going out today. ^AG",,123
405,cust_49932,True,2025-01-22,My email got changed on the account without me doing it 😡,406,
297,cust_58281,True,2025-06-13,"Someone used my account to place order #341266931, I never authorized this purchase 😡",298,
467,cust_11217,True,2025-01-20,"Just wanted to say the office chair I got is great, fast shipping too! ??",468,
431,cust_52727,True,2025-04-24,My email got changed on the account without me doing it ??,432,
526,AmazonHelp,False,2025-09-10,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,525
488,AmazonHelp,False,2025-01-14,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,487
27,cust_49363,True,2025-09-19,"Order #353810544 still says 'preparing for shipment' after 5 days, what's going on",28,
205,cust_47627,True,2025-02-12,"Refund for order #366186631 was approved but never hit my card, it's been 5 days",206,
451,cust_48356,True,2025-05-28,General question - do you guys price match other retailers? this is ridiculous,452,
360,AmazonHelp,False,2025-07-11,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #171069472 still shows as charged after 3 days, let us know. ^KP",,359
120,AmazonHelp,False,2025-01-14,"Ugh, that's frustrating. For the wrong item on order #738360085, I've started a free return label and a replacement order for the correct coffee maker is going out today. ^AG",,119
487,cust_50539,True,2025-03-13,Does the office chair come in other colors? URGENT,488,
161,cust_41186,True,2025-06-10,"My order #133729406 arrived completely damaged, the running shoes is broken in the box",162,
118,AmazonHelp,False,2025-07-17,"That's not okay, I apologize. I've located order #840739735 - since it shows delivered but you don't have it, I'm filing a claim with the carrier. You'll see a resolution (refund or reship) within 48 hours. ^MT",,117
269,cust_33850,True,2025-03-23,Can I cancel order #916690353? Haven't shipped yet I think ??,270,
97,cust_20543,True,2025-01-23,"The running shoes I ordered (#384759615) showed up smashed, box was crushed ??",98,
534,AmazonHelp,False,2025-04-25,Glad you're loving it! Thanks for the kind words. ^AG,,533
209,cust_67377,True,2025-08-26,"I want to return the phone case from order #916690353, it's not what I expected",210,
406,AmazonHelp,False,2025-06-22,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,405
266,AmazonHelp,False,2025-09-14,"Sent a fresh return label for #924970419 to your email, this one's valid for 30 days. ^MT",,265
323,cust_94972,True,2025-05-15,"I was charged twice for order #229927269, need one of these reversed ASAP",324,
536,AmazonHelp,False,2025-08-10,Glad you're loving it! Thanks for the kind words. ^AG,,535
168,AmazonHelp,False,2025-05-28,"So sorry to hear that! For a damaged phone case on order #519212169, we can send a free replacement or full refund right away - which would you prefer? ^KP",,167
259,cust_60723,True,2025-09-13,"I want to return the water bottle from order #950488739, it's not what I expected",260,
222,AmazonHelp,False,2025-05-24,"Sent a fresh return label for #819595113 to your email, this one's valid for 30 days. ^MT",,221
522,AmazonHelp,False,2025-07-23,"Great question - the phone case comes with a standard 1-year warranty, details are on the product page. ^KP",,521
474,AmazonHelp,False,2025-07-21,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,473
3,cust_91416,True,2025-02-12,"Hey AmazonHelp, when will order #774996843 actually ship? no updates on my end",4,
496,AmazonHelp,False,2025-02-28,"We don't officially price match, but keep an eye out for deals during sale events. ^AG",,495
236,AmazonHelp,False,2025-04-14,No problem! I've started a return for the water bottle on order #120912992 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,235
245,cust_81176,True,2025-08-18,Can I cancel order #746412689? Haven't shipped yet I think ??,246,
307,cust_46569,True,2025-09-19,"My promo code didn't apply on order #530613729, got charged full price pls help",308,
260,AmazonHelp,False,2025-05-18,No problem! I've started a return for the water bottle on order #950488739 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,259
53,cust_44099,True,2025-07-20,"Hey AmazonHelp, when will order #713152854 actually ship? no updates on my end 😡",54,
440,AmazonHelp,False,2025-08-11,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,439
299,cust_85821,True,2025-04-11,"I was charged twice for order #264112119, need one of these reversed ASAP smh",300,
263,cust_49315,True,2025-03-15,Can I cancel order #506919288? Haven't shipped yet I think ??,264,
57,cust_41266,True,2025-03-25,can you tell me where my package #765055833 is? tracking hasn't moved since Tuesday,58,
437,cust_28070,True,2025-07-23,"I think my account was hacked, orders I didn't place are showing up thanks",438,
290,AmazonHelp,False,2025-06-27,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #384027113 still shows as charged after 3 days, let us know. ^KP",,289
189,cust_27987,True,2025-05-19,"I want to return the coffee maker from order #835098955, it's not what I expected smh",190,
298,AmazonHelp,False,2025-07-28,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #341266931. ^AG,,297
324,AmazonHelp,False,2025-01-20,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #229927269. ^AG,,323
201,cust_92306,True,2025-08-24,Requested a refund for #636045484 3 days ago and still haven't seen the money back,202,
73,cust_12260,True,2025-02-19,"Hey AmazonHelp, when will order #330035022 actually ship? no updates on my end 😡",74,
24,AmazonHelp,False,2025-02-22,"I checked order #324956459 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,23
288,AmazonHelp,False,2025-09-10,Sorry about that! I've applied a courtesy credit for the promo discount that should've applied to #698020238. ^AG,,287
67,cust_21359,True,2025-05-24,"Order #709194872 still says 'preparing for shipment' after 12 days, what's going on pls help",68,
529,cust_71824,True,2025-09-21,Does the laptop stand come in other colors?,530,
442,AmazonHelp,False,2025-07-24,"For login issues, try requesting the reset from a private/incognito window first - if it still doesn't arrive, I'm escalating to our access team now. ^KP",,441
90,AmazonHelp,False,2025-02-15,"I checked order #430190783 - it's processing and should update within 24-48 hrs. If it doesn't move by then, reply here and we'll escalate to the warehouse team. ^AG",,89
472,AmazonHelp,False,2025-06-16,Glad you're loving it! Thanks for the kind words. ^AG,,471
400,AmazonHelp,False,2025-07-22,"This needs identity verification which we can't do here for security reasons - escalating you to our account recovery team, they'll DM you next steps. ^AG",,399
273,cust_22245,True,2025-09-15,"My promo code didn't apply on order #437882805, got charged full price smh",274,
505,cust_78125,True,2025-07-21,What's the warranty on the backpack?,506,
115,cust_86011,True,2025-08-14,"My order #873869166 arrived completely damaged, the keyboard is broken in the box smh",116,
414,AmazonHelp,False,2025-08-25,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,413
126,AmazonHelp,False,2025-02-24,"Ugh, that's frustrating. For the wrong item on order #454794895, I've started a free return label and a replacement order for the correct headphones is going out today. ^AG",,125
532,AmazonHelp,False,2025-03-17,Glad you're loving it! Thanks for the kind words. ^AG,,531
378,AmazonHelp,False,2025-02-13,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,377
240,AmazonHelp,False,2025-05-10,No problem! I've started a return for the monitor on order #107721109 - prepaid label is on its way to your email. Refund posts once it's scanned at drop-off. ^MT,,239
175,cust_63845,True,2025-06-23,"Got the wrong item for order #990566476 - ordered a monitor, got something else entirely this is ridiculous",176,
348,AmazonHelp,False,2025-02-13,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #678722458 still shows as charged after 3 days, let us know. ^KP",,347
163,cust_57453,True,2025-09-28,"Got the wrong item for order #868820204 - ordered a blender, got something else entirely",164,
102,AmazonHelp,False,2025-06-23,"So sorry to hear that! For a damaged monitor on order #666585408, we can send a free replacement or full refund right away - which would you prefer? ^KP",,101
501,cust_63744,True,2025-01-17,General question - do you guys price match other retailers?,502,
119,cust_96991,True,2025-03-25,"Order #738360085 marked delivered 2 days ago in Phoenix but nothing here, this is the second time thanks",120,
444,AmazonHelp,False,2025-03-24,That sounds like it needs our account security team - I've escalated this and they'll reach out to verify your identity and secure the account. Please don't share any codes over social media. ^MT,,443
71,cust_35042,True,2025-02-17,"Order #873869166 still says 'preparing for shipment' after 10 days, what's going on",72,
262,AmazonHelp,False,2025-08-12,"Sent a fresh return label for #941128035 to your email, this one's valid for 30 days. ^MT",,261
181,cust_28776,True,2025-07-12,Can I cancel order #819595113? Haven't shipped yet I think,182,
93,cust_91927,True,2025-04-23,"Order #528853029 marked delivered 5 days ago in Portland but nothing here, this is the second time pls help",94,
13,cust_66333,True,2025-03-11,"Hi, my order #941889393 hasn't shipped yet and it's been 3 days. Any update? URGENT",14,
261,cust_19706,True,2025-08-15,Can I cancel order #941128035? Haven't shipped yet I think pls help,262,
9,cust_42914,True,2025-01-12,can you tell me where my package #793830224 is? tracking hasn't moved since Tuesday smh,10,
64,AmazonHelp,False,2025-07-25,Thanks for flagging this. Order #718702544 is delayed due to high demand but is confirmed to ship by tomorrow. We'll email tracking as soon as it moves. ^KP,,63
237,cust_97080,True,2025-02-26,Can I cancel order #335493870? Haven't shipped yet I think URGENT,238,
300,AmazonHelp,False,2025-08-15,"Pending charges for cancelled orders typically drop off within 24-48 hours and don't actually get collected - if #264112119 still shows as charged after 3 days, let us know. ^KP",,299
295,cust_61505,True,2025-05-28,"There's a charge on my card I don't recognize, possibly related to order #235034324?? this looks like fraud URGENT",296,
214,AmazonHelp,False,2025-05-22,"I see the refund for #678998028 was processed on our end 7 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,213
359,cust_34966,True,2025-01-18,"I was charged twice for order #171069472, need one of these reversed ASAP this is ridiculous",360,
312,AmazonHelp,False,2025-05-25,"I can see the duplicate charge on #313579170 - I've flagged it for our billing team, the extra charge will be reversed within 3-5 business days. ^KP",,311
8,AmazonHelp,False,2025-05-19,"Hi there, sorry for the wait! I've checked order #278575192 and it's currently at our fulfillment center, scheduled to ship within 24 hours. You'll get a tracking email once it's out. ^AG",,7
146,AmazonHelp,False,2025-09-13,"Ugh, that's frustrating. For the wrong item on order #299528037, I've started a free return label and a replacement order for the correct office chair is going out today. ^AG",,145
365,cust_75179,True,2025-08-13,"Can't log in, it says my account is suspended, no idea why smh",366,
218,AmazonHelp,False,2025-03-14,"I see the refund for #566825638 was processed on our end 5 days ago - refunds typically take 3-5 business days to appear on your statement. If it's been longer than that, we'll escalate to billing. ^KP",,217
200,AmazonHelp,False,2025-02-14,Order #297018781 hasn't shipped yet so I've cancelled it and refunded the full amount - you'll see it within 3-5 business days. ^AG,,199
313,cust_86917,True,2025-04-17,"Someone used my account to place order #838908273, I never authorized this purchase",314,
539,cust_96787,True,2025-07-28,General question - do you guys price match other retailers?,540,
130,AmazonHelp,False,2025-03-17,"So sorry to hear that! For a damaged board game on order #100614068, we can send a free replacement or full refund right away - which would you prefer? ^KP",,129
525,cust_94233,True,2025-09-17,What's the warranty on the backpack?,526,
514,AmazonHelp,False,2025-04-21,Glad you're loving it! Thanks for the kind words. ^AG,,513
17,cust_63964,True,2025-04-18,can you tell me where my package #481469012 is? tracking hasn't moved since Tuesday this is ridiculous,18,
